id;gender;education;age;agree;conscientious;extraversion;neuroticism;openness
1039;male;coll;21;5,6;3,4;5,0;2,0;5,0
1040;female;coll grad;28;3,4;4,0;1,4;4,4;3,0
1041;female;grad deg;41;4,8;4,6;3,8;1,6;4,2
1043;female;grad deg;52;4,6;4,2;3,8;2,8;4,8
1044;female;in HS;18;4,8;4,2;5,4;4,0;5,8
1045;male;grad deg;56;4,2;4,4;3,6;1,4;5,4
1046;female;grad deg;55;3,6;4,8;3,4;2,4;3,4
1047;female;coll grad;43;5,0;5,4;5,6;1,0;4,8
1048;male;coll;22;3,0;4,0;2,6;4,6;4,4
1049;female;coll grad;25;5,0;5,2;4,4;3,6;5,2
1050;female;coll;27;3,0;4,8;4,0;3,0;5,4
1051;female;fin HS;48;6,0;6,0;6,0;2,4;5,6
1052;female;grad deg;31;3,6;4,8;3,0;3,6;5,6
1053;female;coll;24;4,8;4,8;5,4;3,0;4,2
1054;male;coll;21;3,4;4,4;4,6;3,6;4,6
1055;male;coll;24;5,8;4,0;6,0;2,8;5,4
1056;female;coll;21;5,0;5,6;4,6;4,0;5,0
1057;female;coll;27;5,0;3,2;5,6;4,6;5,6
1058;male;in HS;18;1,4;3,0;1,6;1,0;4,6
1059;male;coll;24;4,8;5,2;3,6;2,8;4,2
1060;male;grad deg;32;4,0;3,4;3,8;2,6;3,4
1061;female;in HS;19;4,0;3,6;2,6;4,8;4,8
1062;female;grad deg;52;5,6;6,0;3,2;2,2;4,6
1063;male;in HS;18;5,6;3,2;3,6;3,6;5,4
1064;male;coll;30;4,8;5,4;4,0;1,4;5,0
1065;male;in HS;18;4,0;3,0;3,4;3,6;5,4
1066;female;coll grad;22;2,2;4,6;4,6;3,4;5,4
1067;male;coll grad;46;4,0;4,8;2,8;1,4;5,8
1069;male;coll grad;28;4,4;3,8;3,2;4,2;5,2
1070;female;coll;19;4,8;4,6;5,0;3,8;4,4
1071;male;coll grad;38;4,6;4,0;5,0;1,8;5,2
1072;female;coll grad;24;2,2;4,4;3,8;2,2;4,6
1073;female;coll grad;22;3,8;4,0;3,8;3,8;5,0
1074;female;in HS;16;2,6;3,8;4,2;4,6;2,8
1075;female;coll grad;24;5,0;3,6;4,8;1,0;5,0
1076;male;coll;23;3,6;2,8;3,2;3,2;4,6
1077;male;coll grad;23;4,4;3,2;3,6;2,2;6,0
1078;female;grad deg;22;5,2;4,4;4,2;5,0;5,0
1079;male;grad deg;24;3,4;5,0;3,8;2,4;4,8
1080;female;coll;26;5,6;5,0;4,4;2,0;5,0
1081;female;coll;22;4,8;4,6;4,2;4,0;5,8
1082;male;in HS;35;3,6;3,6;3,6;2,4;3,8
1083;female;coll;43;5,6;4,6;4,8;1,8;4,6
1085;female;grad deg;37;5,4;5,6;5,4;1,4;6,0
1086;female;coll;21;6,0;5,4;5,4;1,4;4,8
1087;female;coll;21;4,6;3,6;5,6;2,8;3,4
1088;female;grad deg;25;4,6;4,2;2,8;1,8;3,8
1089;male;coll;27;4,6;4,8;5,0;2,6;3,2
1090;male;coll grad;22;4,2;4,2;3,2;2,8;5,2
1091;female;coll;19;5,2;5,2;3,8;4,4;4,6
1092;female;coll;40;5,8;5,6;6,0;2,6;5,2
1093;male;in HS;21;3,8;3,2;2,6;1,6;5,4
1094;male;in HS;17;4,0;3,8;2,6;4,6;5,0
1097;female;fin HS;19;5,8;5,4;5,4;3,6;5,4
1098;female;coll;22;5,2;2,4;3,4;3,8;5,4
1099;female;coll;18;4,6;3,2;4,2;2,4;5,4
1100;male;fin HS;62;5,6;3,0;5,6;4,2;4,4
1101;female;coll grad;22;3,6;2,4;2,8;3,8;3,6
1102;female;coll;31;5,8;5,2;5,0;5,4;6,0
1103;male;in HS;22;4,4;4,6;1,0;2,6;4,2
1104;male;coll grad;23;4,4;4,0;4,0;2,6;4,4
1105;female;coll;22;5,6;3,8;3,8;3,6;5,2
1107;male;fin HS;50;5,6;4,6;5,8;1,2;5,8
1108;male;in HS;20;3,8;3,4;2,6;2,8;3,8
1109;female;coll;28;5,8;3,8;3,6;4,0;5,8
1110;male;coll grad;35;5,2;5,6;5,2;1,0;5,6
1111;female;coll;20;4,4;4,8;3,0;3,4;4,6
1112;female;coll grad;36;4,8;4,6;5,4;2,0;5,6
1114;male;coll grad;28;4,2;3,6;2,2;2,0;5,4
1115;female;fin HS;40;4,4;3,2;2,8;2,8;2,6
1116;female;coll;20;2,8;4,8;2,8;2,6;3,2
1117;male;coll;23;4,2;3,4;1,2;2,6;4,2
1118;female;coll;18;3,6;5,0;4,2;3,6;5,8
1119;female;fin HS;23;4,4;3,6;4,0;3,8;4,4
1120;female;grad deg;27;5,4;4,2;3,6;2,0;5,0
1121;female;coll;22;4,4;3,4;4,6;2,2;5,2
1122;female;coll;17;4,4;4,4;4,0;3,0;4,4
1123;male;fin HS;32;3,6;3,4;3,8;3,4;5,6
1124;male;coll;25;4,0;3,8;3,8;3,8;4,8
1125;female;grad deg;28;4,4;3,2;3,0;3,2;4,8
1126;female;coll grad;25;4,4;2,2;3,6;2,2;4,8
1127;female;fin HS;40;5,0;5,0;6,0;3,2;6,0
1128;female;coll;28;5,2;5,0;5,2;1,6;5,2
1129;female;fin HS;33;4,6;3,8;4,6;3,2;4,6
1130;female;coll grad;39;5,4;5,4;4,6;3,4;2,8
1131;male;coll;20;5,4;3,8;4,2;1,4;4,6
1133;female;grad deg;28;5,4;4,6;4,0;3,2;4,6
1134;female;coll;21;4,6;6,0;5,4;4,0;5,8
1135;male;coll;36;5,0;5,4;5,4;1,0;5,8
1136;female;grad deg;50;5,0;5,4;3,0;2,4;5,0
1137;female;coll;40;5,8;5,0;3,8;2,8;4,4
1138;female;coll;46;6,0;3,6;4,4;2,4;4,2
1139;female;coll;11;6,0;5,6;5,0;2,4;5,2
1140;female;coll;38;6,0;5,2;6,0;1,0;5,8
1141;female;coll;22;4,0;3,4;3,4;1,4;4,8
1142;male;in HS;16;4,4;4,4;4,4;5,0;3,4
1144;male;fin HS;19;4,4;5,4;4,6;1,8;3,6
1145;female;in HS;20;3,8;3,0;3,4;4,0;4,0
1146;female;grad deg;29;4,8;3,0;3,4;3,2;4,4
1147;female;coll;25;5,2;4,8;4,6;3,2;4,2
1148;male;coll;25;4,6;3,2;2,6;5,4;3,6
1149;male;coll;25;4,2;4,0;3,0;4,8;4,2
1150;female;coll;21;4,2;3,4;4,0;5,8;5,8
1151;female;coll;19;3,8;3,0;1,4;2,8;5,0
1152;female;coll;40;5,6;3,4;3,0;2,6;3,2
1153;male;coll;19;5,4;5,2;5,4;1,0;5,4
1154;female;coll grad;38;6,0;5,6;5,0;1,4;5,2
1155;female;coll;22;5,4;2,0;5,6;5,0;4,8
1156;female;coll grad;43;5,4;3,6;4,2;3,6;3,6
1157;female;coll grad;36;3,4;5,0;5,6;2,6;4,2
1158;female;fin HS;86;4,2;3,8;3,0;1,6;4,4
1159;female;coll grad;24;4,6;3,0;5,0;3,4;4,4
1160;female;in HS;17;2,6;5,8;3,2;3,4;5,8
1161;female;coll grad;33;5,2;5,0;4,8;2,4;4,8
1162;female;grad deg;26;2,6;5,2;1,8;2,6;5,6
1163;female;in HS;24;5,2;3,6;3,8;4,4;4,6
1164;female;coll grad;21;5,6;3,4;5,8;1,8;4,8
1165;female;in HS;18;2,8;5,8;4,8;3,8;5,0
1166;female;coll grad;50;4,8;2,4;4,8;3,4;5,6
1167;male;coll;20;2,8;3,8;3,4;3,4;6,0
1168;female;coll grad;59;5,4;2,4;5,0;2,6;4,6
1169;female;coll;19;3,6;2,0;3,8;2,8;5,2
1170;female;coll;20;4,6;4,6;4,8;2,0;4,0
1171;male;coll;19;3,8;3,6;3,4;2,4;4,6
1172;female;coll;19;5,6;4,4;5,8;2,2;5,6
1173;male;fin HS;20;4,6;3,4;4,8;4,6;5,0
1174;female;grad deg;24;4,4;4,4;3,8;4,0;4,2
1175;male;coll;18;4,8;4,4;3,4;1,8;4,8
1177;female;fin HS;44;4,2;4,4;5,6;2,8;4,8
1178;female;coll;32;5,8;4,6;5,6;4,0;5,4
1179;male;grad deg;27;5,2;4,6;3,6;2,2;4,8
1180;female;grad deg;59;5,8;3,8;4,2;1,6;5,6
1181;female;fin HS;20;4,8;3,6;4,2;4,6;3,4
1182;female;fin HS;54;4,6;2,0;5,0;3,0;4,8
1183;female;grad deg;25;5,4;2,0;5,6;4,4;5,2
1184;female;fin HS;43;5,6;6,0;5,0;1,0;4,0
1185;male;fin HS;20;2,4;2,2;1,2;3,6;4,8
1186;male;coll;20;4,0;3,2;3,8;3,8;4,2
1187;female;coll;28;5,6;4,2;3,4;5,8;5,6
1188;male;coll grad;38;3,4;3,4;3,4;4,4;4,2
1189;female;coll grad;23;2,6;4,4;3,8;2,2;4,6
1190;female;coll;26;3,6;4,4;4,0;2,8;4,8
1191;male;coll grad;31;4,8;3,4;4,8;3,2;5,2
1192;female;fin HS;53;4,8;3,0;4,0;3,6;4,6
1193;female;grad deg;45;5,0;4,2;4,8;3,0;4,8
1194;female;coll grad;20;5,2;3,8;4,6;3,8;5,2
1195;female;grad deg;52;5,4;5,0;4,8;2,8;5,4
1196;male;in HS;19;2,6;3,0;1,0;4,0;4,2
1197;female;in HS;31;4,8;3,8;5,0;1,8;5,4
1198;female;coll;18;3,6;4,8;4,0;2,8;3,6
1199;female;coll;23;4,0;3,0;3,6;1,8;3,8
1200;female;coll;18;5,4;5,2;4,4;2,2;3,8
1201;female;coll grad;29;5,4;2,2;4,8;1,6;5,0
1202;male;grad deg;46;5,4;5,4;4,2;4,8;5,2
1203;male;grad deg;58;3,8;4,0;4,4;3,6;4,8
1204;female;grad deg;38;5,6;4,6;4,4;1,8;5,8
1205;female;grad deg;27;2,2;2,4;2,2;4,2;3,0
1206;female;grad deg;41;5,6;5,2;5,2;5,4;5,6
1207;female;in HS;58;5,4;3,2;4,0;2,4;4,4
1208;male;coll grad;34;5,6;5,8;5,6;2,0;4,0
1209;female;coll;20;4,8;4,8;1,4;5,4;3,8
1210;female;grad deg;33;4,8;4,0;5,6;1,2;5,8
1211;male;coll;19;3,4;4,8;4,2;2,6;4,4
1212;female;coll;18;4,6;3,8;4,0;3,8;4,4
1213;female;coll;20;4,6;1,0;3,4;6,0;5,0
1214;female;coll;27;5,0;3,2;5,2;4,2;5,6
1215;female;coll;20;5,4;5,2;5,2;2,2;4,8
1216;female;coll;31;5,0;4,4;5,8;2,2;5,0
1217;male;grad deg;32;2,6;1,2;2,4;4,6;5,6
1218;female;grad deg;32;5,2;3,6;2,6;3,0;4,6
1219;male;fin HS;45;5,0;5,0;4,2;2,4;5,2
1221;male;grad deg;39;4,0;3,2;3,8;3,8;4,6
1222;male;in HS;35;4,8;3,2;5,2;3,0;4,8
1223;female;grad deg;26;5,8;4,8;3,8;3,0;5,2
1224;male;grad deg;29;3,4;2,4;4,4;3,8;3,6
1225;female;coll;28;6,0;3,8;4,8;2,8;4,6
1226;female;coll;26;5,8;4,6;5,8;2,4;4,4
1227;female;coll;26;5,0;2,8;4,4;2,8;4,2
1229;female;fin HS;21;5,0;5,4;4,0;2,0;6,0
1230;male;grad deg;30;4,0;4,0;2,8;4,0;5,0
1231;male;fin HS;43;5,0;5,0;4,4;1,4;4,4
1232;male;fin HS;38;4,0;2,4;4,6;5,4;4,2
1233;female;coll;19;4,6;5,2;4,2;1,0;5,4
1234;female;fin HS;22;4,8;2,4;2,4;4,6;4,4
1235;female;coll grad;34;4,0;5,0;4,0;5,4;5,6
1236;male;coll;20;4,4;2,8;2,6;4,2;4,6
1237;male;coll;26;4,4;4,8;5,2;1,6;5,0
1238;male;grad deg;45;5,4;5,4;5,0;2,4;5,8
1239;male;in HS;31;4,2;3,4;2,4;4,6;4,0
1240;male;grad deg;40;5,4;3,8;5,4;3,0;5,2
1241;female;coll;20;4,8;4,4;3,6;5,8;4,8
1242;male;fin HS;61;3,6;4,8;3,2;4,0;5,6
1243;female;in HS;18;3,8;4,0;2,0;2,4;5,2
1244;female;coll;49;5,4;4,8;4,4;1,6;5,2
1245;male;coll grad;38;4,4;4,6;4,6;3,6;5,4
1247;female;coll;27;5,0;5,4;4,6;2,6;4,6
1248;female;coll grad;38;6,0;5,0;5,6;2,6;4,4
1249;female;in HS;28;5,8;4,8;4,6;1,4;5,2
1250;male;coll;20;4,4;5,6;6,0;1,4;4,8
1251;female;grad deg;43;5,8;5,6;3,8;1,2;4,2
1252;female;grad deg;29;4,0;4,0;2,6;4,0;4,0
1253;female;in HS;19;4,6;3,6;3,0;6,0;5,4
1254;male;coll;39;3,6;3,6;4,0;2,6;4,2
1255;male;fin HS;19;5,2;4,2;4,6;1,2;5,2
1256;male;coll;18;4,8;5,2;4,0;3,2;4,4
1257;female;coll;18;2,8;4,2;5,6;3,4;3,4
1258;female;grad deg;38;4,2;3,8;5,4;1,2;4,4
1259;female;coll grad;34;4,8;4,2;4,4;2,4;3,8
1260;female;coll grad;45;6,0;4,6;5,0;1,8;5,6
1262;male;coll;18;3,6;3,6;3,6;2,4;3,8
1263;female;coll;37;3,4;4,8;4,0;4,6;3,6
1264;female;coll;24;3,4;4,8;4,6;1,6;4,0
1265;male;coll;29;4,2;4,4;4,4;2,2;3,6
1266;female;grad deg;60;5,2;4,6;5,2;3,2;5,0
1267;female;coll;25;6,0;6,0;4,4;6,0;6,0
1268;female;fin HS;32;3,4;4,8;4,4;1,2;5,8
1269;male;in HS;21;4,8;5,0;3,8;1,0;3,8
1270;male;fin HS;26;5,8;3,4;4,8;4,0;5,0
1271;female;grad deg;43;5,0;4,6;3,6;2,8;3,8
1272;female;coll grad;25;5,4;3,6;4,4;3,8;3,8
1273;male;coll grad;25;4,6;3,4;3,8;5,0;4,8
1274;female;coll;20;4,2;4,4;4,8;1,8;4,6
1275;male;coll;19;5,6;5,6;5,6;1,6;5,6
1276;female;grad deg;28;5,2;3,8;4,8;2,4;5,4
1277;male;coll;23;3,2;5,2;4,4;2,6;5,8
1278;female;coll grad;23;5,0;4,2;5,2;2,4;4,4
1279;female;in HS;17;5,4;3,6;4,2;5,2;5,2
1280;female;coll;19;5,0;5,4;5,4;2,8;4,2
1281;female;in HS;20;4,4;2,0;2,0;4,8;3,0
1282;male;grad deg;60;5,0;4,0;4,0;2,2;4,4
1283;male;coll grad;40;5,0;3,4;2,0;4,8;4,2
1284;female;coll;19;4,2;5,2;4,6;1,6;4,2
1285;female;coll;18;4,6;3,6;4,4;3,8;3,4
1286;female;in HS;21;4,2;5,0;1,8;1,6;3,8
1287;female;coll;49;5,4;3,6;3,8;2,4;4,6
1288;female;in HS;24;4,2;5,2;3,4;5,0;4,6
1289;male;coll;20;4,6;5,2;4,8;2,0;3,4
1290;female;coll;20;5,0;3,8;4,2;2,6;4,2
1291;female;grad deg;28;4,0;3,8;3,8;4,0;4,8
1292;female;coll;24;4,6;4,4;4,6;4,0;4,2
1293;male;grad deg;36;4,6;4,0;3,8;3,8;4,2
1294;female;coll;20;4,2;3,8;5,2;2,4;3,4
1295;male;coll;28;3,6;5,0;2,0;2,8;4,2
1296;male;coll grad;29;4,2;2,6;2,2;2,8;3,4
1297;male;coll;22;4,2;4,0;4,6;2,4;4,2
1298;male;fin HS;26;4,4;2,6;4,2;4,6;4,6
1299;male;fin HS;20;2,8;2,8;1,4;4,0;5,4
1301;male;coll;18;3,0;1,0;3,4;5,2;3,8
1302;male;grad deg;38;4,6;3,2;3,2;3,0;5,2
1303;female;coll;19;5,8;4,6;5,4;2,4;4,2
1304;female;coll;23;5,0;5,4;2,2;3,6;3,4
1305;male;coll grad;32;4,0;4,6;4,4;1,4;5,4
1306;female;coll;36;4,8;5,4;4,6;1,4;5,2
1307;male;coll;19;5,2;3,4;4,0;4,0;5,0
1308;male;coll grad;37;3,2;3,8;2,6;2,0;5,8
1309;male;coll;23;2,6;2,8;1,2;3,8;2,4
1310;female;coll;22;6,0;3,8;4,0;2,2;4,4
1311;female;coll grad;33;4,6;4,6;4,0;3,0;4,0
1312;female;coll;20;5,4;5,6;4,6;2,0;5,6
1313;male;fin HS;43;3,8;6,0;5,0;4,8;5,6
1314;female;coll;21;5,6;4,2;4,0;2,6;4,8
1315;female;coll;34;5,0;5,6;6,0;2,2;5,2
1316;male;coll;25;4,4;5,0;4,8;4,2;4,6
1317;male;coll;30;3,6;4,2;4,6;2,8;5,0
1318;female;coll grad;57;4,8;3,8;4,0;2,2;5,0
1319;female;coll;25;4,6;3,8;4,4;2,4;3,6
1320;female;coll;24;6,0;3,8;4,4;2,6;4,0
1321;male;coll;23;4,4;4,6;5,4;1,8;6,0
1322;male;fin HS;31;5,4;4,4;5,0;1,2;4,0
1323;male;coll grad;50;5,2;5,2;4,2;1,6;5,2
1324;male;in HS;18;4,0;4,8;3,8;3,6;4,8
1325;male;coll;23;4,6;2,4;4,6;2,6;3,6
1326;female;coll;27;4,2;3,8;2,8;3,6;4,6
1327;male;coll;21;5,2;5,2;4,8;1,0;4,4
1328;female;coll;21;3,8;4,4;3,4;2,6;3,6
1330;male;in HS;30;2,8;2,8;4,0;3,0;3,4
1331;female;coll;37;4,6;5,2;4,6;3,2;4,8
1333;male;coll;19;4,8;2,6;1,6;6,0;4,2
1334;female;coll;26;4,4;3,8;3,2;2,0;4,2
1335;female;coll;49;5,2;4,6;4,2;5,8;4,2
1336;male;grad deg;25;4,0;3,2;4,0;3,4;4,0
1337;female;fin HS;22;4,8;2,4;5,2;5,4;6,0
1338;female;coll;19;4,0;3,8;3,0;4,0;3,2
1339;female;coll;19;5,0;3,6;4,8;2,8;5,0
1340;female;coll;19;5,2;5,8;4,2;3,2;4,6
1341;male;in HS;16;4,8;4,0;5,2;2,4;5,2
1342;female;coll grad;49;5,6;4,8;3,6;2,2;3,0
1343;female;coll grad;54;5,0;4,6;4,2;4,2;5,0
1344;female;grad deg;40;4,8;4,6;5,2;3,2;4,4
1345;male;coll;20;4,6;3,4;3,8;3,0;4,2
1346;male;coll;20;4,8;4,8;5,0;2,0;4,4
1347;female;grad deg;28;4,2;3,2;6,0;4,0;5,4
1348;female;coll grad;35;4,2;4,8;4,6;5,8;5,4
1349;male;grad deg;67;4,0;2,4;2,6;3,6;4,2
1350;female;coll;26;5,6;5,6;5,4;2,4;4,6
1351;male;coll;23;3,8;5,6;6,0;2,2;6,0
1352;male;in HS;43;5,4;4,0;3,8;2,4;4,2
1353;female;coll;20;5,4;4,8;3,8;4,4;4,8
1354;female;coll;31;5,2;4,8;5,4;3,6;4,2
1355;female;grad deg;56;5,2;4,0;5,4;3,2;5,6
1356;male;coll;20;4,8;5,0;4,8;1,8;5,2
1357;male;coll grad;28;4,4;3,2;2,6;2,2;5,6
1358;male;coll grad;28;4,8;5,6;2,0;3,6;5,4
1359;female;coll;25;2,8;4,8;2,0;2,0;5,0
1360;female;coll;25;3,0;5,0;3,0;1,8;5,2
1361;female;coll grad;35;3,6;3,0;4,4;5,0;4,4
1363;male;coll;56;4,2;3,8;3,8;3,8;4,4
1364;female;coll;20;4,2;5,6;5,2;2,6;4,8
1365;female;coll;39;5,8;6,0;3,6;3,6;4,2
1366;male;fin HS;35;5,0;5,2;2,0;5,2;5,4
1367;female;coll;22;5,4;4,6;5,0;2,0;5,4
1368;female;coll;26;4,4;4,8;4,4;3,8;4,0
1369;female;in HS;31;4,6;3,4;4,4;1,6;5,0
1370;female;coll grad;50;6,0;5,4;4,8;3,4;4,4
1372;male;coll grad;23;2,2;6,0;3,8;1,2;5,6
1373;female;grad deg;40;5,6;3,8;4,4;4,4;3,6
1374;female;fin HS;44;6,0;2,6;5,2;2,0;4,0
1375;male;coll;19;5,0;4,8;5,6;1,6;5,6
1376;male;coll grad;43;2,6;4,6;3,4;2,6;3,8
1377;female;coll;20;4,0;3,6;4,2;1,6;4,6
1378;male;coll;24;4,2;5,4;4,6;3,2;4,0
1379;male;coll grad;55;6,0;5,6;4,0;1,0;5,0
1380;female;grad deg;45;5,4;2,4;5,6;2,0;4,2
1381;female;grad deg;25;5,8;3,0;6,0;2,6;4,8
1382;female;coll;21;5,6;3,6;4,8;2,4;5,2
1383;female;fin HS;38;4,8;6,0;2,8;1,2;4,8
1385;male;fin HS;30;5,8;4,0;5,0;1,6;4,8
1386;male;coll grad;22;4,0;3,6;3,8;2,2;3,6
1387;female;coll;27;6,0;5,4;5,2;2,4;4,6
1388;female;coll;48;4,6;2,6;3,6;5,0;3,6
1390;female;coll;21;5,8;4,8;4,2;2,8;5,4
1391;male;fin HS;23;4,0;2,8;3,8;3,6;2,8
1392;female;coll;20;3,0;2,6;3,6;2,6;3,4
1393;female;coll;23;5,8;4,4;4,4;4,2;4,4
1394;female;coll grad;24;5,2;4,6;4,4;3,4;4,6
1395;female;fin HS;29;5,6;5,4;3,6;2,6;4,2
1396;female;grad deg;30;4,2;4,2;3,6;5,4;4,2
1397;female;coll;33;5,0;4,4;4,2;4,6;5,2
1398;female;coll grad;24;5,8;3,8;4,6;5,0;4,4
1399;female;grad deg;26;2,4;4,2;3,6;5,2;5,0
1400;male;coll grad;41;3,4;3,4;3,6;2,2;5,4
1401;male;in HS;19;3,6;5,0;4,0;3,8;4,4
1402;female;in HS;20;1,8;2,6;1,8;5,4;4,4
1403;female;grad deg;44;4,4;5,6;4,0;3,6;4,6
1404;female;coll;27;5,8;3,4;4,4;2,2;5,2
1405;female;coll grad;33;5,0;5,0;5,4;3,0;4,0
1406;female;grad deg;40;4,4;4,0;2,6;3,0;5,0
1408;female;coll;20;4,4;4,8;2,8;3,8;4,8
1409;female;fin HS;25;4,6;4,6;4,0;2,4;4,2
1410;male;coll;18;3,0;3,6;2,8;2,2;4,2
1411;female;coll;22;5,6;2,8;5,4;2,0;4,0
1412;male;fin HS;27;4,2;4,2;3,6;2,2;4,8
1413;female;in HS;18;3,6;4,4;4,2;5,8;6,0
1414;female;coll grad;24;4,8;2,8;5,2;4,2;5,6
1415;male;grad deg;35;4,8;4,8;4,8;2,0;4,0
1416;male;grad deg;40;5,4;4,0;5,0;2,8;5,6
1417;female;coll grad;29;5,4;3,4;3,8;2,0;5,0
1418;female;coll grad;24;5,4;3,8;4,8;4,2;5,2
1420;female;coll grad;54;4,0;5,8;4,2;3,8;3,0
1421;female;coll grad;29;4,4;4,0;3,2;3,8;4,4
1422;male;coll;26;5,2;3,4;4,8;4,0;5,4
1423;female;coll;26;5,2;4,2;4,4;1,8;4,8
1424;female;coll grad;26;4,0;5,2;3,6;3,4;4,4
1425;female;coll;39;5,8;5,6;4,8;2,4;4,6
1426;female;in HS;18;3,2;2,6;2,2;5,0;3,2
1427;female;fin HS;28;4,0;5,6;4,0;2,4;4,2
1429;male;grad deg;27;5,2;4,2;3,8;2,8;3,8
1430;male;coll;23;2,0;3,0;3,0;1,0;3,0
1431;female;coll;32;5,6;5,6;5,2;3,8;5,6
1432;male;grad deg;56;6,0;4,8;5,8;1,6;6,0
1433;female;coll;19;5,0;4,6;5,0;3,6;5,2
1434;female;coll grad;26;4,8;3,8;2,0;2,8;4,6
1435;female;coll grad;41;5,2;5,8;3,4;5,2;3,6
1436;male;grad deg;67;4,2;5,0;3,2;1,0;5,8
1437;male;fin HS;36;3,4;5,0;2,0;3,0;5,0
1438;female;grad deg;32;5,2;4,4;5,2;4,0;5,0
1439;female;coll grad;21;2,8;3,6;1,4;3,8;5,2
1440;female;coll;18;3,6;4,8;1,8;3,4;3,8
1441;female;grad deg;29;3,4;4,4;2,8;4,8;5,4
1442;female;coll;26;4,2;3,6;4,4;4,0;3,4
1443;female;coll;19;2,8;4,4;1,6;3,2;4,0
1445;male;coll grad;32;3,8;4,6;4,4;2,6;5,0
1446;female;coll;18;5,2;4,0;3,4;4,2;5,0
1447;female;coll;19;5,2;4,8;5,0;2,0;4,2
1448;male;grad deg;63;3,8;5,0;5,2;1,0;6,0
1449;female;grad deg;27;5,6;6,0;5,2;1,6;5,6
1450;female;coll;20;2,8;2,6;1,6;4,4;3,4
1451;female;coll;54;4,6;4,2;2,4;3,0;5,2
1452;male;grad deg;25;3,8;1,8;1,4;3,2;3,0
1453;male;coll grad;46;3,6;3,0;3,0;4,2;3,4
1454;female;grad deg;51;5,2;5,2;3,6;2,0;4,0
1455;female;grad deg;38;4,0;5,4;2,2;2,8;3,0
1456;female;coll;32;5,0;4,6;5,8;2,0;5,6
1457;male;coll grad;24;4,6;5,4;3,6;2,8;5,2
1458;female;in HS;54;4,6;4,4;3,2;2,2;4,8
1459;male;coll grad;38;2,6;3,4;2,2;3,0;5,6
1460;female;coll;29;5,2;5,2;5,0;3,8;3,4
1461;male;grad deg;24;4,8;2,8;2,6;2,6;4,4
1462;female;grad deg;23;5,0;2,4;4,6;3,8;4,4
1463;male;in HS;25;3,2;3,4;2,4;4,0;4,4
1464;male;fin HS;19;5,8;3,2;4,6;2,8;5,4
1465;female;coll;28;3,8;3,0;2,6;4,2;2,2
1466;female;coll;20;5,8;5,0;5,0;2,8;5,0
1467;female;coll;29;4,6;5,0;4,2;2,8;4,6
1468;female;coll;16;5,0;3,2;2,8;4,2;4,0
1469;female;fin HS;23;4,0;3,6;3,6;5,6;3,8
1470;female;fin HS;23;2,6;3,8;4,2;5,6;3,8
1471;female;coll;20;5,2;4,8;5,4;3,6;5,0
1472;female;coll;19;4,6;2,2;5,2;2,8;5,2
1474;male;coll;20;3,8;3,4;2,4;2,6;4,0
1475;female;coll;27;3,6;3,0;2,8;5,6;4,2
1476;male;coll;21;2,6;4,0;2,0;1,4;4,2
1477;female;in HS;16;5,2;3,6;5,2;2,4;4,0
1478;female;coll grad;28;5,0;4,8;5,2;3,2;4,4
1479;female;coll;33;4,6;4,2;3,6;2,4;4,8
1480;female;coll;27;4,8;1,8;1,8;6,0;4,2
1481;female;coll;52;5,4;3,8;5,0;1,6;3,8
1482;female;grad deg;36;4,4;4,2;2,6;3,6;4,2
1483;female;grad deg;36;5,0;5,2;2,8;3,0;4,6
1484;female;grad deg;29;5,4;4,4;4,8;4,6;5,2
1485;female;coll;20;5,0;5,2;5,4;2,0;4,4
1486;female;grad deg;35;3,6;4,6;4,2;1,4;4,2
1487;male;coll grad;37;3,4;5,2;3,4;3,8;5,2
1488;female;grad deg;42;5,6;4,4;4,8;2,4;5,0
1489;male;coll;19;4,4;3,2;5,0;3,0;6,0
1490;male;coll grad;30;5,4;3,8;4,4;3,6;4,6
1491;male;coll;18;4,2;3,6;4,6;2,4;5,2
1493;female;coll grad;27;4,8;5,0;3,2;3,6;4,4
1494;male;fin HS;18;5,2;5,8;5,2;3,4;5,4
1495;male;fin HS;24;2,2;3,4;2,0;1,0;5,4
1496;female;coll;20;3,4;3,0;2,0;1,4;5,4
1498;female;coll;21;4,0;5,0;4,8;3,0;3,8
1499;female;coll;21;4,0;4,0;3,6;3,8;4,2
1500;female;grad deg;66;5,6;5,0;5,0;1,2;4,8
1501;female;in HS;22;5,4;4,4;5,0;3,0;4,4
1502;male;in HS;49;4,2;5,6;4,8;3,2;3,8
1503;female;coll;42;4,8;4,4;4,2;4,4;4,4
1504;female;coll grad;19;3,2;4,4;3,2;3,2;5,6
1505;female;coll grad;19;3,0;4,4;3,0;2,8;5,6
1506;female;grad deg;32;5,6;1,0;3,0;5,8;6,0
1507;female;coll;29;5,8;4,6;5,8;2,8;5,2
1508;female;coll grad;31;3,8;3,8;4,8;2,6;6,0
1509;male;fin HS;21;5,4;3,4;5,4;3,2;6,0
1510;female;fin HS;27;5,4;4,8;5,2;1,6;5,4
1511;female;coll;23;3,4;2,6;4,8;4,8;3,4
1512;female;coll;20;4,8;4,2;4,0;3,2;5,4
1513;female;fin HS;57;4,2;4,0;3,2;3,0;3,0
1514;female;fin HS;38;4,0;5,6;4,2;3,6;5,6
1515;female;fin HS;18;4,8;3,2;3,8;3,2;5,4
